user_id,name,age,location,signup_date,signup_month,app_open_count,days_active_per_month,last_transaction_date,activity_level
414,Nicole Kirk,48,Port Kevinside,2023-08-31,2023-08,224.0,9.0,2025-06-11,Low Activity
415,Kara Meza,22,Mcgeehaven,2025-03-21,2025-03,179.0,22.0,2025-05-30,High Activity
415,Kara Meza,22,Mcgeehaven,2025-03-21,2025-03,43.0,25.0,2025-05-23,High Activity
416,Cindy Newton,21,New Kimberly,2025-03-10,2025-03,182.0,8.0,2025-06-08,Low Activity
417,Justin Barrett,45,Lake Rebecca,2024-12-21,2024-12,198.0,12.0,2025-06-16,Medium Activity
417,Justin Barrett,45,Lake Rebecca,2024-12-21,2024-12,164.0,7.0,2025-06-14,Low Activity
418,Shari Richmond,54,West Madison,2024-07-04,2024-07,193.0,19.0,2025-05-06,Medium Activity
418,Shari Richmond,54,West Madison,2024-07-04,2024-07,237.0,27.0,2025-06-06,High Activity
418,Shari Richmond,54,West Madison,2024-07-04,2024-07,107.0,20.0,2025-06-22,Medium Activity
419,Jeffrey Turner,21,Stephanieville,2025-04-25,2025-04,265.0,29.0,2025-05-18,High Activity
419,Jeffrey Turner,21,Stephanieville,2025-04-25,2025-04,99.0,11.0,2025-06-10,Medium Activity
420,Charles Underwood,27,West Josephmouth,2024-07-19,2024-07,116.0,15.0,2025-05-26,Medium Activity
420,Charles Underwood,27,West Josephmouth,2024-07-19,2024-07,79.0,11.0,2025-05-29,Medium Activity
420,Charles Underwood,27,West Josephmouth,2024-07-19,2024-07,162.0,26.0,2025-06-03,High Activity
421,Michelle Chen,54,Port Alexismouth,2023-07-10,2023-07,116.0,12.0,2025-05-23,Medium Activity
421,Michelle Chen,54,Port Alexismouth,2023-07-10,2023-07,89.0,10.0,2025-06-13,Low Activity
421,Michelle Chen,54,Port Alexismouth,2023-07-10,2023-07,170.0,17.0,2025-05-16,Medium Activity
421,Michelle Chen,54,Port Alexismouth,2023-07-10,2023-07,34.0,27.0,2025-07-03,High Activity
421,Michelle Chen,54,Port Alexismouth,2023-07-10,2023-07,293.0,26.0,2025-06-19,High Activity
422,Michael Aguirre,57,Port Patricia,2025-07-03,2025-07,,,,
423,Samantha Rivera,24,Schultzberg,2024-06-24,2024-06,73.0,24.0,2025-06-07,High Activity
423,Samantha Rivera,24,Schultzberg,2024-06-24,2024-06,77.0,19.0,2025-07-03,Medium Activity
423,Samantha Rivera,24,Schultzberg,2024-06-24,2024-06,181.0,12.0,2025-06-01,Medium Activity
424,Laura Moore,41,North Jamesport,2023-07-15,2023-07,188.0,14.0,2025-06-05,Medium Activity
424,Laura Moore,41,North Jamesport,2023-07-15,2023-07,194.0,6.0,2025-06-13,Low Activity
424,Laura Moore,41,North Jamesport,2023-07-15,2023-07,67.0,13.0,2025-06-19,Medium Activity
425,Sarah Flores,39,Boyleton,2023-11-25,2023-11,281.0,12.0,2025-07-01,Medium Activity
425,Sarah Flores,39,Boyleton,2023-11-25,2023-11,292.0,22.0,2025-07-02,High Activity
426,Michelle Lopez,48,East Christopher,2024-11-11,2024-11,,,,
427,Heidi Griffith,41,New Trevor,2025-05-12,2025-05,,,,
428,Benjamin Wilcox,36,South Debbieside,2025-03-31,2025-03,,,,
429,Theresa Williams,49,Paynebury,2024-05-17,2024-05,226.0,15.0,2025-06-10,Medium Activity
429,Theresa Williams,49,Paynebury,2024-05-17,2024-05,241.0,23.0,2025-05-27,High Activity
430,Tabitha Burns,19,Josephberg,2025-03-28,2025-03,167.0,17.0,2025-06-16,Medium Activity
431,Jeremy Carlson,19,Amytown,2025-04-26,2025-04,,,,
432,Daniel Foster,35,Doyleborough,2024-08-31,2024-08,267.0,20.0,2025-05-28,Medium Activity
433,Autumn Allen,20,Petersonview,2025-04-01,2025-04,,,,
434,Wesley Howard,47,Whitneyview,2024-10-30,2024-10,,,,
435,Elizabeth Landry,45,Brownchester,2025-02-02,2025-02,174.0,24.0,2025-06-16,High Activity
436,Brian Fuentes,52,Johnsonfurt,2023-09-21,2023-09,125.0,28.0,2025-06-19,High Activity
437,Lawrence Gutierrez,41,South Amandashire,2024-06-04,2024-06,18.0,26.0,2025-05-10,High Activity
438,Pamela Thornton,43,Lake Brent,2023-07-31,2023-07,292.0,29.0,2025-05-28,High Activity
438,Pamela Thornton,43,Lake Brent,2023-07-31,2023-07,217.0,18.0,2025-06-05,Medium Activity
439,Sonya Wright,35,South Melodymouth,2024-10-23,2024-10,,,,
440,David Carlson,25,Coxborough,2025-02-25,2025-02,98.0,13.0,2025-06-22,Medium Activity
441,Shannon Morris,29,Franklinborough,2025-05-15,2025-05,131.0,24.0,2025-06-16,High Activity
441,Shannon Morris,29,Franklinborough,2025-05-15,2025-05,186.0,22.0,2025-05-22,High Activity
442,Daniel Boyd,19,South Angelaport,2025-06-14,2025-06,,,,
443,Melissa Williams,24,West Lindaland,2025-02-02,2025-02,,,,
444,Kaitlyn Hernandez,52,East Jessicabury,2023-12-29,2023-12,178.0,15.0,2025-05-14,Medium Activity
445,Teresa Blake,53,Bradleyfurt,2024-08-18,2024-08,190.0,11.0,2025-05-22,Medium Activity
445,Teresa Blake,53,Bradleyfurt,2024-08-18,2024-08,130.0,13.0,2025-05-15,Medium Activity
446,Amanda Thornton,35,West Jeanette,2023-12-20,2023-12,104.0,23.0,2025-05-06,High Activity
446,Amanda Thornton,35,West Jeanette,2023-12-20,2023-12,40.0,23.0,2025-05-18,High Activity
447,Angela Williams,42,West Marc,2024-02-20,2024-02,,,,
448,Thomas Kelly,29,Michealville,2025-03-12,2025-03,40.0,12.0,2025-05-29,Medium Activity
448,Thomas Kelly,29,Michealville,2025-03-12,2025-03,21.0,9.0,2025-06-28,Low Activity
448,Thomas Kelly,29,Michealville,2025-03-12,2025-03,121.0,29.0,2025-05-12,High Activity
449,Sara Rosales,21,Tiffanyborough,2023-10-26,2023-10,,,,
450,Willie Williams,42,South Marymouth,2024-08-23,2024-08,175.0,27.0,2025-05-12,High Activity
451,Melissa Taylor,27,Frazierhaven,2024-03-18,2024-03,184.0,20.0,2025-05-12,Medium Activity
452,Troy Webb,19,Leslieshire,2024-10-31,2024-10,105.0,27.0,2025-05-26,High Activity
452,Troy Webb,19,Leslieshire,2024-10-31,2024-10,196.0,26.0,2025-06-12,High Activity
453,Amanda Knapp,51,Patrickmouth,2024-07-01,2024-07,168.0,21.0,2025-06-27,High Activity
454,Kiara Perry,23,Rosstown,2025-02-24,2025-02,184.0,28.0,2025-06-10,High Activity
454,Kiara Perry,23,Rosstown,2025-02-24,2025-02,49.0,17.0,2025-05-06,Medium Activity
454,Kiara Perry,23,Rosstown,2025-02-24,2025-02,287.0,13.0,2025-05-24,Medium Activity
455,Diane Lopez,30,West Valeriebury,2025-06-25,2025-06,143.0,9.0,2025-05-29,Low Activity
456,Joseph Farrell,23,Port Carrie,2024-03-15,2024-03,,,,
457,Deborah Wilson,36,North Victor,2024-07-17,2024-07,140.0,28.0,2025-06-10,High Activity
458,Greg Davis,28,Tuckerland,2023-08-15,2023-08,,,,
459,Morgan Moreno,20,Martinfort,2025-01-06,2025-01,276.0,12.0,2025-06-11,Medium Activity
460,Jessica Carter,46,Murphyfurt,2024-11-21,2024-11,242.0,26.0,2025-06-17,High Activity
461,Angela Jenkins,22,Zimmermanview,2023-08-06,2023-08,,,,
462,Denise Campbell,23,New Joshua,2024-11-19,2024-11,92.0,22.0,2025-05-19,High Activity
463,Christina Stout,49,West Barbara,2023-09-14,2023-09,122.0,23.0,2025-06-23,High Activity
464,Michael Mason,39,Lake Raymondfort,2024-02-10,2024-02,,,,
465,Jasmine Le,46,New Lynnside,2025-04-04,2025-04,249.0,7.0,2025-06-28,Low Activity
465,Jasmine Le,46,New Lynnside,2025-04-04,2025-04,106.0,18.0,2025-06-22,Medium Activity
466,Christopher Green,35,North Jamiemouth,2024-03-18,2024-03,69.0,20.0,2025-05-26,Medium Activity
467,Rachel Friedman,56,East Nathanmouth,2024-12-01,2024-12,19.0,10.0,2025-07-03,Low Activity
468,Katherine Murphy,38,Lake Kirkmouth,2024-12-28,2024-12,,,,
469,Tanner Collins,35,Ashleyborough,2024-07-18,2024-07,271.0,27.0,2025-05-18,High Activity
470,Mrs. Katie Thompson MD,36,Knightburgh,2024-06-23,2024-06,260.0,16.0,2025-06-19,Medium Activity
471,Sarah Davies,35,Adrianfurt,2024-03-18,2024-03,144.0,8.0,2025-06-21,Low Activity
471,Sarah Davies,35,Adrianfurt,2024-03-18,2024-03,200.0,21.0,2025-07-04,High Activity
472,Garrett Walker,24,New Jamie,2024-10-28,2024-10,,,,
473,Angela Smith,58,Wendyburgh,2024-04-14,2024-04,63.0,11.0,2025-06-28,Medium Activity
473,Angela Smith,58,Wendyburgh,2024-04-14,2024-04,262.0,29.0,2025-05-06,High Activity
473,Angela Smith,58,Wendyburgh,2024-04-14,2024-04,117.0,22.0,2025-05-11,High Activity
474,Erin Miller,32,Lawsonton,2024-12-05,2024-12,26.0,22.0,2025-05-14,High Activity
475,Lindsey Brady,46,East Jenniferfort,2025-01-20,2025-01,185.0,16.0,2025-05-19,Medium Activity
475,Lindsey Brady,46,East Jenniferfort,2025-01-20,2025-01,119.0,6.0,2025-06-27,Low Activity
476,Erin Haynes,58,North Carly,2025-01-31,2025-01,,,,
477,Jennifer Potts,26,New Randallland,2024-04-18,2024-04,167.0,16.0,2025-06-27,Medium Activity
477,Jennifer Potts,26,New Randallland,2024-04-18,2024-04,297.0,23.0,2025-05-16,High Activity
478,Anthony Williams MD,46,Hesschester,2024-11-02,2024-11,246.0,13.0,2025-06-11,Medium Activity
479,Victoria Ford,47,Port Jillbury,2023-11-05,2023-11,,,,
480,Brittany Morrison,35,South Jamesmouth,2025-05-28,2025-05,,,,
481,Cole Ramirez,57,Pricemouth,2023-12-15,2023-12,,,,
482,Danielle Hancock,52,East Brianna,2023-11-08,2023-11,,,,
483,Laura Lucas,23,Lake Jeffrey,2025-06-21,2025-06,,,,
484,Tyrone Cross,36,Oliviabury,2024-01-16,2024-01,116.0,9.0,2025-06-16,Low Activity
485,Angela Johnson,22,Davidfort,2023-10-12,2023-10,268.0,26.0,2025-05-07,High Activity
486,James Johnson,27,Mooreville,2025-02-19,2025-02,275.0,20.0,2025-05-22,Medium Activity
487,Norman Vasquez,58,North Robertborough,2025-06-01,2025-06,,,,
488,Kenneth Martin,30,Port Frankberg,2025-03-21,2025-03,,,,
489,Peter Carlson,55,South Melissa,2024-03-22,2024-03,,,,
490,Christopher Stone,56,Port Christopherborough,2024-03-20,2024-03,194.0,28.0,2025-06-18,High Activity
491,Brittany Hayes,54,Jonathanview,2024-01-14,2024-01,132.0,13.0,2025-05-07,Medium Activity
492,Ryan Santiago,33,Cynthiatown,2024-12-02,2024-12,113.0,9.0,2025-06-15,Low Activity
493,Michael Parker,50,Port Lauren,2025-03-26,2025-03,163.0,20.0,2025-05-16,Medium Activity
493,Michael Parker,50,Port Lauren,2025-03-26,2025-03,257.0,27.0,2025-06-15,High Activity
494,Denise Lee,59,Francistown,2024-05-05,2024-05,,,,
495,Kimberly Knapp,20,South Raymond,2024-01-12,2024-01,248.0,8.0,2025-07-01,Low Activity
495,Kimberly Knapp,20,South Raymond,2024-01-12,2024-01,68.0,11.0,2025-06-29,Medium Activity
496,Benjamin Green,32,Lake Keithmouth,2025-04-26,2025-04,,,,
497,Ellen Beltran,18,East Timothyland,2025-05-09,2025-05,,,,
498,David Jackson,26,Colintown,2025-03-17,2025-03,,,,
499,Calvin Taylor,41,Gonzalezton,2025-04-03,2025-04,,,,
500,Matthew White DDS,40,South Johnny,2024-02-25,2024-02,57.0,15.0,2025-05-21,Medium Activity
501,Jacob Hubbard,26,East Joshuaton,2023-11-11,2023-11,169.0,29.0,2025-05-09,High Activity
501,Jacob Hubbard,26,East Joshuaton,2023-11-11,2023-11,192.0,21.0,2025-06-20,High Activity
502,Anthony Gilbert,49,Lake Valeriestad,2025-02-15,2025-02,219.0,25.0,2025-06-07,High Activity
503,James Lambert,47,Whitemouth,2023-07-18,2023-07,44.0,28.0,2025-05-23,High Activity
503,James Lambert,47,Whitemouth,2023-07-18,2023-07,194.0,22.0,2025-05-07,High Activity
504,Samuel Perkins,34,Brookeland,2025-02-04,2025-02,27.0,8.0,2025-05-15,Low Activity
504,Samuel Perkins,34,Brookeland,2025-02-04,2025-02,197.0,13.0,2025-06-18,Medium Activity
505,Katrina Jenkins,43,Catherineside,2024-12-20,2024-12,242.0,7.0,2025-05-12,Low Activity
506,Nathan Arnold,39,Gibsonborough,2024-05-04,2024-05,93.0,9.0,2025-06-30,Low Activity
507,Scott Byrd,25,Johnsonside,2024-11-15,2024-11,21.0,5.0,2025-06-12,Low Activity
507,Scott Byrd,25,Johnsonside,2024-11-15,2024-11,276.0,13.0,2025-06-10,Medium Activity
508,Ian Chavez,45,North Kellyshire,2025-02-08,2025-02,242.0,25.0,2025-05-25,High Activity
508,Ian Chavez,45,North Kellyshire,2025-02-08,2025-02,109.0,7.0,2025-06-24,Low Activity
509,Kelly Jordan,40,North Jenniferport,2025-01-07,2025-01,,,,
510,Amber Banks,20,West Tiffanyfort,2023-08-26,2023-08,245.0,8.0,2025-06-30,Low Activity
510,Amber Banks,20,West Tiffanyfort,2023-08-26,2023-08,293.0,8.0,2025-05-31,Low Activity
511,Jennifer Lee,50,Shellyhaven,2024-08-31,2024-08,253.0,5.0,2025-05-07,Low Activity
512,John Haynes,33,South David,2024-01-23,2024-01,,,,
513,Kayla Ramsey,50,West Nicholasmouth,2025-01-25,2025-01,68.0,27.0,2025-05-21,High Activity
513,Kayla Ramsey,50,West Nicholasmouth,2025-01-25,2025-01,212.0,7.0,2025-07-02,Low Activity
513,Kayla Ramsey,50,West Nicholasmouth,2025-01-25,2025-01,79.0,8.0,2025-05-29,Low Activity
514,Christopher Burton,43,South Ryan,2023-12-19,2023-12,17.0,7.0,2025-05-30,Low Activity
515,Jessica Brooks,58,West Shelly,2024-01-22,2024-01,269.0,20.0,2025-05-12,Medium Activity
515,Jessica Brooks,58,West Shelly,2024-01-22,2024-01,231.0,24.0,2025-05-26,High Activity
516,Michael Herring,36,New Martinchester,2024-03-03,2024-03,,,,
517,Steven Chavez,27,West Collin,2025-04-01,2025-04,295.0,25.0,2025-05-11,High Activity
517,Steven Chavez,27,West Collin,2025-04-01,2025-04,86.0,22.0,2025-06-04,High Activity
518,Kimberly Reynolds,56,Jonesfurt,2024-03-09,2024-03,,,,
519,Emily Carter,35,North Christinatown,2025-05-11,2025-05,227.0,19.0,2025-05-13,Medium Activity
519,Emily Carter,35,North Christinatown,2025-05-11,2025-05,91.0,24.0,2025-05-29,High Activity
519,Emily Carter,35,North Christinatown,2025-05-11,2025-05,57.0,16.0,2025-06-27,Medium Activity
520,Jason Navarro,52,Williamchester,2024-01-26,2024-01,22.0,9.0,2025-06-05,Low Activity
521,Mr. Joseph Spencer,58,New Kimberlyshire,2025-05-10,2025-05,,,,
522,Mr. Chad Davis,40,Ariastown,2023-09-03,2023-09,86.0,27.0,2025-06-11,High Activity
522,Mr. Chad Davis,40,Ariastown,2023-09-03,2023-09,247.0,9.0,2025-05-28,Low Activity
523,Dawn Dunn,37,North Abigailmouth,2023-10-27,2023-10,14.0,22.0,2025-06-22,High Activity
524,Antonio Lopez,59,Sharonmouth,2024-12-23,2024-12,,,,
525,Michael Murphy,42,Crawfordshire,2024-04-22,2024-04,,,,
526,Monica Barnes,25,East Phillip,2024-10-27,2024-10,256.0,15.0,2025-06-28,Medium Activity
527,Joseph Greene,34,Harrisonmouth,2023-11-07,2023-11,,,,
528,Gary Harrell,27,Moniquechester,2023-10-14,2023-10,157.0,8.0,2025-07-02,Low Activity
528,Gary Harrell,27,Moniquechester,2023-10-14,2023-10,175.0,6.0,2025-05-11,Low Activity
529,Jennifer Baker,30,Brandiside,2024-04-20,2024-04,279.0,11.0,2025-06-24,Medium Activity
530,Robert Lara,18,Hernandezmouth,2024-03-10,2024-03,70.0,25.0,2025-05-08,High Activity
531,Erica Patterson,29,Brownshire,2024-10-21,2024-10,,,,
532,John Gallagher,41,Lake Theresastad,2024-11-29,2024-11,154.0,7.0,2025-05-25,Low Activity
533,Kimberly Cummings,52,East Tammy,2024-12-17,2024-12,212.0,7.0,2025-05-14,Low Activity
534,Catherine Bailey,25,Holmesfurt,2025-02-18,2025-02,,,,
535,Mrs. Julia Chapman DVM,25,Lake Renee,2025-06-15,2025-06,31.0,14.0,2025-06-30,Medium Activity
535,Mrs. Julia Chapman DVM,25,Lake Renee,2025-06-15,2025-06,257.0,29.0,2025-05-17,High Activity
536,Cody Hardy,18,Barbarafort,2024-03-29,2024-03,,,,
537,Donna Johnson,25,Tuckerside,2025-01-18,2025-01,,,,
538,Michael Valenzuela,52,New Brandon,2024-11-18,2024-11,244.0,11.0,2025-05-10,Medium Activity
538,Michael Valenzuela,52,New Brandon,2024-11-18,2024-11,279.0,13.0,2025-06-09,Medium Activity
538,Michael Valenzuela,52,New Brandon,2024-11-18,2024-11,95.0,29.0,2025-05-14,High Activity
538,Michael Valenzuela,52,New Brandon,2024-11-18,2024-11,50.0,15.0,2025-06-18,Medium Activity
539,Amy Beltran,34,Port Ashleyfurt,2024-08-24,2024-08,181.0,23.0,2025-07-01,High Activity
539,Amy Beltran,34,Port Ashleyfurt,2024-08-24,2024-08,59.0,21.0,2025-05-23,High Activity
540,Billy Hall,30,Michellemouth,2024-12-16,2024-12,,,,
541,John Andrews,37,Jenniferchester,2024-04-03,2024-04,132.0,5.0,2025-05-07,Low Activity
542,Francisco Lam,24,West Brittany,2024-04-07,2024-04,,,,
543,Madison Jordan,24,South Chelsea,2024-02-05,2024-02,,,,
544,Scott Cole,24,Beasleystad,2025-01-01,2025-01,199.0,13.0,2025-06-27,Medium Activity
544,Scott Cole,24,Beasleystad,2025-01-01,2025-01,180.0,16.0,2025-07-03,Medium Activity
544,Scott Cole,24,Beasleystad,2025-01-01,2025-01,213.0,16.0,2025-06-05,Medium Activity
545,Danielle Jones,54,Dakotaport,2024-09-22,2024-09,180.0,28.0,2025-05-09,High Activity
546,Carla Smith,36,East Davidview,2023-09-21,2023-09,,,,
547,Adam Pacheco,36,Lake Todd,2025-04-15,2025-04,,,,
548,Ashley Jarvis,57,Coxbury,2024-02-17,2024-02,221.0,23.0,2025-06-09,High Activity
548,Ashley Jarvis,57,Coxbury,2024-02-17,2024-02,25.0,25.0,2025-06-21,High Activity
549,Danielle Brady,43,Amandafort,2024-12-20,2024-12,63.0,20.0,2025-06-05,Medium Activity
550,Sara Bonilla,26,Bartonborough,2024-03-18,2024-03,123.0,6.0,2025-06-16,Low Activity
551,Elizabeth Hayes,21,North Jeffrey,2024-02-21,2024-02,,,,
552,Oscar Daniels,31,Jackmouth,2024-10-23,2024-10,,,,
553,Adam Smith,50,North Lori,2024-02-11,2024-02,,,,
554,James Black,30,New Andreaton,2025-05-06,2025-05,135.0,19.0,2025-06-28,Medium Activity
555,Mark Barnett,41,Nancyburgh,2024-07-06,2024-07,,,,
556,Xavier Hunt,38,Janetville,2024-04-17,2024-04,139.0,26.0,2025-05-26,High Activity
556,Xavier Hunt,38,Janetville,2024-04-17,2024-04,96.0,28.0,2025-05-06,High Activity
557,Cody Bell,46,Ericshire,2024-01-09,2024-01,,,,
558,Jay Garrett,22,Kennedyfurt,2025-02-20,2025-02,299.0,10.0,2025-05-18,Low Activity
559,Cynthia Taylor,30,West Stephanieville,2025-03-23,2025-03,178.0,26.0,2025-05-14,High Activity
560,Jacob Foster,51,Debrabury,2023-07-22,2023-07,160.0,11.0,2025-05-10,Medium Activity
561,Connie Stewart,57,Jamesview,2024-11-29,2024-11,186.0,18.0,2025-05-09,Medium Activity
562,Dawn Ramirez,27,Carriefort,2024-09-19,2024-09,,,,
563,Ashlee Flynn,32,Alexanderview,2025-06-12,2025-06,282.0,22.0,2025-06-02,High Activity
564,Jonathan Hodges,34,Marcborough,2024-09-25,2024-09,,,,
565,Nicole Garner,44,Port Christine,2024-04-26,2024-04,262.0,9.0,2025-05-06,Low Activity
566,Wendy Shepherd,38,Jacksonhaven,2024-12-10,2024-12,232.0,23.0,2025-05-15,High Activity
567,Amanda Roberts,36,Davishaven,2024-07-25,2024-07,119.0,17.0,2025-06-15,Medium Activity
568,Megan Smith,56,Tylerview,2024-02-21,2024-02,73.0,15.0,2025-06-11,Medium Activity
569,Emma Contreras,29,East Peterland,2025-03-16,2025-03,,,,
570,Jasmine Martin,19,Robertsonfurt,2024-06-25,2024-06,104.0,6.0,2025-06-06,Low Activity
570,Jasmine Martin,19,Robertsonfurt,2024-06-25,2024-06,130.0,17.0,2025-06-09,Medium Activity
571,Scott Salazar,48,Edwardsville,2024-04-30,2024-04,172.0,25.0,2025-06-10,High Activity
571,Scott Salazar,48,Edwardsville,2024-04-30,2024-04,134.0,8.0,2025-06-14,Low Activity
572,Erica Smith,38,North David,2025-06-24,2025-06,180.0,17.0,2025-06-10,Medium Activity
572,Erica Smith,38,North David,2025-06-24,2025-06,149.0,20.0,2025-06-02,Medium Activity
572,Erica Smith,38,North David,2025-06-24,2025-06,110.0,28.0,2025-05-25,High Activity
573,Thomas Perry,38,Lindseychester,2024-06-24,2024-06,,,,
574,Anthony Hill,35,Lake Jessicaport,2024-04-26,2024-04,19.0,8.0,2025-06-26,Low Activity
575,Hayden Roberts,42,Underwoodchester,2024-02-09,2024-02,,,,
576,Steven Nolan,28,Lake Brittany,2023-12-17,2023-12,21.0,29.0,2025-05-30,High Activity
577,Jeff Walker,37,Lake David,2023-11-10,2023-11,200.0,5.0,2025-05-17,Low Activity
578,Jennifer Joyce,24,Lake Deborahland,2025-06-20,2025-06,125.0,7.0,2025-05-13,Low Activity
578,Jennifer Joyce,24,Lake Deborahland,2025-06-20,2025-06,239.0,8.0,2025-07-04,Low Activity
578,Jennifer Joyce,24,Lake Deborahland,2025-06-20,2025-06,47.0,6.0,2025-07-02,Low Activity
579,Bradley Clark,56,Chrishaven,2024-03-30,2024-03,,,,
580,Christopher Robinson,23,West Nicole,2025-06-13,2025-06,20.0,20.0,2025-06-21,Medium Activity
580,Christopher Robinson,23,West Nicole,2025-06-13,2025-06,136.0,29.0,2025-06-23,High Activity
581,Aaron Miller,37,East Victoriaburgh,2025-05-07,2025-05,58.0,21.0,2025-06-06,High Activity
582,Valerie Stewart,32,Matthewville,2024-05-04,2024-05,235.0,16.0,2025-05-20,Medium Activity
582,Valerie Stewart,32,Matthewville,2024-05-04,2024-05,170.0,9.0,2025-06-23,Low Activity
582,Valerie Stewart,32,Matthewville,2024-05-04,2024-05,227.0,10.0,2025-06-15,Low Activity
582,Valerie Stewart,32,Matthewville,2024-05-04,2024-05,278.0,25.0,2025-06-25,High Activity
583,Bruce Dixon,28,South Dakotachester,2025-02-10,2025-02,,,,
584,James Duran,32,South Austin,2023-07-24,2023-07,250.0,11.0,2025-05-09,Medium Activity
584,James Duran,32,South Austin,2023-07-24,2023-07,50.0,18.0,2025-06-12,Medium Activity
585,Jennifer Ford,36,Lake Heathertown,2025-06-19,2025-06,277.0,24.0,2025-05-15,High Activity
586,David Reese,39,Karenmouth,2024-09-02,2024-09,229.0,8.0,2025-06-19,Low Activity
586,David Reese,39,Karenmouth,2024-09-02,2024-09,107.0,19.0,2025-06-25,Medium Activity
587,Justin Harrington,19,West Samueltown,2023-11-06,2023-11,178.0,6.0,2025-05-14,Low Activity
588,Thomas Douglas,36,Charlesfurt,2024-11-18,2024-11,277.0,15.0,2025-06-05,Medium Activity
589,Karen Lopez,42,Ramosland,2023-08-16,2023-08,266.0,7.0,2025-06-04,Low Activity
589,Karen Lopez,42,Ramosland,2023-08-16,2023-08,278.0,28.0,2025-06-23,High Activity
590,Christina Harris,47,East Brian,2025-06-06,2025-06,172.0,29.0,2025-05-29,High Activity
591,Mark Barton,31,Port Jasonview,2023-11-24,2023-11,,,,
592,Michelle Lambert,38,West Timothystad,2024-04-14,2024-04,253.0,13.0,2025-06-29,Medium Activity
593,Katelyn Harrison,48,Whitakerbury,2025-01-12,2025-01,29.0,20.0,2025-06-30,Medium Activity
593,Katelyn Harrison,48,Whitakerbury,2025-01-12,2025-01,190.0,23.0,2025-05-07,High Activity
594,Morgan Roth,24,West Kylechester,2023-11-15,2023-11,,,,
595,Joshua Zimmerman MD,45,New Johnbury,2024-01-25,2024-01,272.0,26.0,2025-06-05,High Activity
596,Sean Dean,54,Griffinview,2023-09-16,2023-09,226.0,19.0,2025-06-02,Medium Activity
597,Jessica Figueroa,29,Lake Meganton,2025-02-10,2025-02,159.0,18.0,2025-05-19,Medium Activity
597,Jessica Figueroa,29,Lake Meganton,2025-02-10,2025-02,138.0,23.0,2025-05-18,High Activity
598,Bryan Gonzales,41,New Moniquehaven,2023-07-17,2023-07,148.0,27.0,2025-06-21,High Activity
599,Rebecca Vincent,26,Mercadochester,2024-10-29,2024-10,41.0,26.0,2025-06-27,High Activity
600,Juan West,54,Lynnchester,2025-02-28,2025-02,234.0,8.0,2025-05-16,Low Activity
601,Robert Brown,20,West Williamview,2025-01-28,2025-01,,,,
602,Carol Fisher,19,Jenniferview,2025-03-27,2025-03,125.0,20.0,2025-05-06,Medium Activity
603,Stacey Montes,58,South Tanner,2025-02-07,2025-02,282.0,16.0,2025-06-14,Medium Activity
604,Connie Lowery,50,North Markton,2024-09-08,2024-09,282.0,29.0,2025-06-21,High Activity
605,Mrs. Stephanie Ellis,58,Flynnton,2024-01-16,2024-01,,,,
606,Jeffrey Long,21,Williamfort,2024-10-26,2024-10,30.0,28.0,2025-05-19,High Activity
606,Jeffrey Long,21,Williamfort,2024-10-26,2024-10,271.0,19.0,2025-06-16,Medium Activity
607,Sarah Moore,37,Annetteport,2024-11-15,2024-11,279.0,19.0,2025-06-30,Medium Activity
608,Emma Mcdonald,56,Walterberg,2025-01-03,2025-01,,,,
609,Elizabeth Hobbs,26,Farrellside,2025-05-22,2025-05,293.0,9.0,2025-06-19,Low Activity
610,Ashley Davis,31,Lake Lance,2024-03-04,2024-03,204.0,28.0,2025-06-30,High Activity
611,Tiffany Sanders,51,Robinsonland,2024-07-02,2024-07,96.0,28.0,2025-06-02,High Activity
611,Tiffany Sanders,51,Robinsonland,2024-07-02,2024-07,115.0,19.0,2025-06-13,Medium Activity
611,Tiffany Sanders,51,Robinsonland,2024-07-02,2024-07,141.0,21.0,2025-07-04,High Activity
612,Jared Brown,48,Gordonfurt,2025-03-25,2025-03,232.0,7.0,2025-05-20,Low Activity
613,Philip Robles,27,West Mollyview,2024-04-02,2024-04,216.0,28.0,2025-07-02,High Activity
613,Philip Robles,27,West Mollyview,2024-04-02,2024-04,191.0,21.0,2025-06-07,High Activity
614,Mary Smith,50,Pacemouth,2024-07-30,2024-07,220.0,23.0,2025-06-19,High Activity
615,Dawn Johnson,32,New Williamberg,2025-03-13,2025-03,100.0,18.0,2025-05-12,Medium Activity
615,Dawn Johnson,32,New Williamberg,2025-03-13,2025-03,261.0,14.0,2025-06-10,Medium Activity
616,Christopher Golden,55,Matthewberg,2024-03-01,2024-03,,,,
617,Maria Anderson,42,Scottburgh,2023-11-01,2023-11,,,,
618,Theresa Patterson,37,South Rodney,2025-05-14,2025-05,,,,
619,Andrea Price MD,43,New Timothy,2023-12-07,2023-12,,,,
620,Crystal Brewer,18,Fieldsfurt,2024-02-05,2024-02,232.0,25.0,2025-06-11,High Activity
620,Crystal Brewer,18,Fieldsfurt,2024-02-05,2024-02,97.0,21.0,2025-06-17,High Activity
620,Crystal Brewer,18,Fieldsfurt,2024-02-05,2024-02,51.0,27.0,2025-05-08,High Activity
621,Maureen Lee,41,Port Michaelbury,2024-02-07,2024-02,152.0,19.0,2025-05-09,Medium Activity
621,Maureen Lee,41,Port Michaelbury,2024-02-07,2024-02,66.0,28.0,2025-05-06,High Activity
